Qualifications,Employment_Type,Age,City,State,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
UG,NREGI,24,Konkarada,OR,761144,Male,MC,133500,83.44,O,30000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
SSC,NREGI,21,Japla,JH,822116,Male,MC,70500,61.75,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SAL,34,Jigani,KA,560105,Female,SC,109076,88.32,O,28000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
SSC,AGR,29,Bero,JH,835202,Female,MC,108300,74.23,O,30000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
GRAD,SAL,25,Dodballapura Bazar,KA,561203,Female,SC,99499,91.93,O,30000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,26,Mathikere,KA,560054,Female,SC,104631,84.73,R,23000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
GRAD,SEP,39,Kashinagar Gajapati,OR,761206,Male,MO,67046,91.47,O,50000,07 Rural,MOPEDS,TVS XL 100 HD ITS SPL EDITION BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SEP,36,Joypur,WB,722138,Male,MC,105400,84.89,O,32000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,NREGI,48,Jodhpur,RJ,342001,Male,MC,71500,61.94,O,75000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,51,Latehar Hsgii,JH,829206,Male,MO,59434,79.07,O,22000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
PG,SAL,59,Chakarbhata Camp,CG,495220,Male,SC,86209,86.44,O,35000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,29,Agriculture College Campus Dly,KA,573225,Male,MO,50407,73.83,O,22000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,27,Nizamabad,AP,503001,Female,SC,105425,85.73,O,40000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,DECLINED
HSC,AGR,38,Alanahalli,KA,570028,Female,MO,53653,78.61,O,40000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
UG,SAL,45,Arya Nagar,UP,201009,Male,MC,39606,51.83,O,32000,05 Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
SSC,AGR,46,Gundlupet Bazar,KA,571111,Female,SC,120857,95.35,O,30000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,25,Mandar Ranchi,JH,835214,Female,MC,109385,67.85,O,25000,06 Semi-Urban,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,33,Ichak,JH,825402,Male,MC,71766,62.86,O,27000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
PG,SEP,35,Munsiari,UC,262554,Male,SC,88575,77.36,O,45000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
PG,AGR,19,Rampur ,UP,244901,Male,MC,128426,83.94,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,40,Mysuru,KA,570001,Female,SC,89424,93.79,L,25000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
GRAD,SEP,48,Jodhpur,RJ,342001,Female,MO,56556,72.54,O,27646,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,NREGI,27,Palounjia,JH,825324,Male,MC,132500,82.11,O,26000,07 Rural,APACHE,APACHE RTR 180 RM BSVI,APACHE 180 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,24,Nagamangala,KA,571432,Male,SC,87254,83.62,O,45000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,35,Deepanjalinagar,KA,560026,Female,SC,100559,81.29,R,28000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,25,Sendhwa,MP,451666,Male,MC,95807,78.54,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,19,Vandse,KA,576233,Male,MC,145000,79.89,O,35000,07 Rural,APACHE,APACHE RTR 200 4V BSVI 2CH ABS,RTR 200CC,NO_PAST_LOANS,APPROVED
HSC,NREGI,35,Bikkodu,KA,573215,Female,SC,103573,84.93,O,29000,06 Semi-Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
GRAD,SAL,27,Porbandar,GJ,360575,Male,SC,73058,76.1,O,40000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,37,Lohardaga Bazar,JH,835302,Male,SC,80074,65.76,O,30000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,22,Baor,PY,607402,Male,MC,96743,77.28,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SAL,21,Kundalahalli,KA,560037,Male,MC,99978,80.37,R,30000,02 Megapolis (B),RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,26,Are,RJ,307029,Male,MC,69804,82.26,O,25000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,40,Chikkalasandra,KA,560061,Female,SC,104238,85.02,R,25000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
PG,SAL,27,B Sk Ii Stage,KA,560070,Male,MC,165165,86.65,R,76000,02 Megapolis (B),APACHE,APACHE 200 4V 2CH - R MODE BSVI,RTR 200CC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,43,Cwdepalle,AP,517257,Female,MO,68759,83.49,O,80000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,38,College More,JH,825302,Male,MC,92969,81.43,O,28000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SEP,41,Devanahalli,KA,562110,Female,SC,58896,48.61,R,30000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,26,Ghiror,UP,205121,Female,MC,97295,84.97,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SEP,22,Jodhpur,RJ,342001,Male,MC,87160,54.32,O,35000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,30,C V Raman Nagar,KA,560093,Female,SC,81221,68.75,R,35000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,SAL,30,Dr. Shivarama Karanth Nagar,KA,560077,Male,MC,98828,79.38,R,30000,02 Megapolis (B),RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,22,Grmara,JH,814120,Male,MC,98999,86.71,O,26000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
SSC,SEP,23,Bagalur ,KA,562149,Female,SC,119425,84.1,R,40000,02 Megapolis (B),NTORQ,NTORQ 125 XT BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,NREGI,21,Nizamabad,AP,503001,Female,MC,112279,70.74,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,25,Talgaon,UP,261207,Male,MO,47123,64.6,O,22000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,25,Bahadurganj Kishanganj,BR,855101,Male,MC,76750,66.08,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,22,Karimuddinpur,UP,233225,Female,MC,62114,74.08,O,20000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
OTHERS,SAL,41,Padianallur,TN,600052,Male,SC,119550,93.55,R,20000,04 Metro,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,NREGI,32,Gb Bahamanipura,KA,585103,Male,SC,104735,83.84,O,35000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,31,Mallawan,UP,241303,Male,SC,76745,83.52,O,35000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,25,Sarai Tarin,UP,244303,Male,MC,108738,71.07,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,DECLINED
SSC,SAL,27,Br Street,PB,141008,Male,MC,160898,85.77,O,38000,06 Semi-Urban,RONIN,TVS RONIN 1CH BASE PLUS BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,31,Chandauli,UP,232104,Male,MC,63139,84.44,O,30000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,50,Anaiyur,TN,625017,Male,MO,61409,77.64,R,20000,04 Metro,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,41,Ghazipur Lucknow,UP,226016,Female,MC,63671,55.11,O,35000,05 Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,24,Madhepur,BR,847408,Male,MC,137901,85,O,35000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,24,Akorha,UP,212301,Male,MC,108500,73.55,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
HSC,AGR,48,Dildarnagar Bazar,UP,232326,Male,MO,62684,85.94,O,28000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,33,Saroa,PB,144524,Male,SC,72742,79.92,O,35000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,44,Mogappair,TN,600037,Female,SC,103920,91.46,O,32000,04 Metro,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,35,Ramapuram Ghat,KA,571444,Male,MO,52146,76.38,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,21,Skote,KA,562114,Male,EB,73199,45.5,O,50000,07 Rural,TVS,TVS IQUBE S,EBIKE,NO_PAST_LOANS,APPROVED
UG,SEP,37,Carmelram,KA,560035,Male,SC,68083,66.94,O,70000,02 Megapolis (B),JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
SSC,SEP,26,Valpoi,GO,403506,Male,SC,101311,85.67,O,20000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
SSC,AGR,31,Ipariguda,OR,764043,Male,MC,83169,55.23,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,39,Ramna Garhwa,JH,822128,Male,MO,32586,60.08,O,32000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
SSC,NREGI,31,Rajdhanwarf,JH,825412,Male,MC,130913,84.65,O,32500,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,32,Noida,UP,201301,Male,MC,64645,84.6,R,25000,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,23,Manasa,MP,458110,Male,MC,71691,78.66,O,30000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
HSC,SAL,39,Nettapakkam,TN,605106,Male,SC,80605,88.39,O,27000,07 Rural,ZEST,SCOOTY ZEST - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
HSC,NREGI,54,Bela Auraiya,UP,206251,Male,MO,53999,73.97,O,28000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,53,Chandra Lay Out,KA,560040,Male,SC,95565,80.75,R,40000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,63,Arehalli,KA,573101,Male,SC,92922,89.09,O,40000,06 Semi-Urban,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,23,Ndwa,MP,457888,Male,MC,80611,53.41,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,25,Kirari Suleman Nagar,DL,110086,Male,MC,126625,86.47,O,29000,05 Urban,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,23,Muzaffarpur,BR,842001,Female,MC,70000,86.72,O,24500,07 Rural,SPORT,TVS SPORT ELS BSVI,SPORT,NO_PAST_LOANS,APPROVED
HSC,NREGI,25,Mayiladuthurai,TN,609001,Female,SC,120116,88.42,O,25000,06 Semi-Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
SSC,SEP,26,Bangalore South,KA,560028,Female,SC,100218,80.12,R,25000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
PG,SAL,23,Bhattarahalli,KA,560049,Male,SC,98684,79.01,O,50000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,36,Gangapur ,MH,431109,Male,MC,55208,57.03,O,35000,06 Semi-Urban,CITY PLUS,STARCITY PLUS ES DT BSVI – DUAL TONE,STAR CITY PLUS,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,51,Bhusari Colony,MH,411038,Female,MC,140000,76.02,O,65000,03 Large Metro,RONIN,TVS RONIN 1CH BASE BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,26,Kakore,UP,203203,Male,MC,70213,93.05,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,DECLINED
PG,SEP,38,Mavli Jn.,RJ,313203,Female,SC,84060,80.52,O,29850,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,23,Palounjia,JH,825324,Male,MC,90000,79.59,O,35000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,28,Govindpur Dhanbad,JH,828109,Male,MC,98900,82.37,O,32000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
SSC,SEP,45,Haidar Nagar,JH,822115,Male,MC,85500,74.89,O,30000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
UG,NREGI,51,Purusttampur,OR,761018,Male,SC,101953,84.57,O,30000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,SAL,44,Ranchi Gpo,JH,834001,Female,SC,117365,89.82,O,25000,05 Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,NO_PAST_LOANS,DECLINED
GRAD,SEP,44,Khatima,UC,262308,Male,MC,72944,86.25,O,20000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
GRAD,SEP,42,Reodar,RJ,307514,Male,SC,55152,50.6,O,50000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,SAL,27,Ballabgarh,HA,121004,Female,SC,73162,76.53,O,35000,06 Semi-Urban,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,46,Hasanpur Jyotiba Phule Nagar,UP,244241,Male,MC,127486,83.91,O,60000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,52,Nelamangala,KA,562123,Male,SC,111600,89.75,R,50000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,34,Malur,KA,563130,Female,SC,97236,77.79,R,46000,06 Semi-Urban,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,21,Carmelram,KA,560035,Male,SC,105859,84.63,R,35000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,39,Nelamangala,KA,562123,Male,SC,106479,87.77,R,50000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
SSC,SAL,30,Faridabad Sector 22,HA,121005,Female,MC,66506,88.14,O,35000,05 Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,49,Chatrapur,OR,761020,Male,MC,106725,90.06,O,45000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
SSC,SEP,21,Mitrapur,OR,756020,Male,MC,127317,82.94,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SAL,45,Machhagaon,OR,754119,Male,SC,63000,52.83,O,35000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,38,Chakapada,OR,762028,Male,MC,125258,83.51,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
SSC,SEP,60,Mashra,OR,755012,Male,SC,87700,88.59,O,25000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,27,Bachhraon,UP,244225,Male,MC,97504,83.85,O,56000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SAL,43,Manur,TN,641668,Male,SC,87084,87.95,O,30000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,50,Cari,UP,243122,Male,MC,96477,59.27,O,35000,06 Semi-Urban,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,30,Hinganghat,MH,442301,Male,SC,85499,86.69,O,25000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
HSC,SAL,27,Postal Traning Centre,BR,846005,Male,MC,127108,82.72,O,38000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,47,Deotalab,MP,486341,Male,MC,116903,78.62,O,50000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
OTHERS,SEP,22,Motihari,BR,845401,Female,SC,80645,66.76,O,25000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
UG,AGR,44,Chandawal,RJ,306306,Female,SC,83840,86.73,O,45000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,33,Sampangiramnagar,KA,560027,Male,SC,111370,89.87,O,45000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,35,Tulsihatta,WB,732140,Male,MC,107587,86.65,O,45000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
UG,SEP,48,Mugalsarai,UP,232101,Male,MC,114055,75.14,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,44,Kursakanta,BR,854331,Male,MC,129279,85.11,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
PG,SAL,33,University ,MP,462026,Female,MC,85999,71.35,O,25500,04 Metro,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SEP,35,Umgaon Kothi,BR,847240,Male,MC,108500,71.42,O,40500,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SEP,25,Narsinghpur,MP,487001,Male,MC,102112,83.99,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SEP,29,Noida,UP,201301,Male,MC,74163,87.69,R,30000,06 Semi-Urban,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,32,Bettiah,BR,845438,Male,SC,66000,64.88,O,32000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,31,Dhaka,BR,845418,Male,MO,61635,79.32,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,49,I L C,UP,211008,Male,MC,117184,77.2,O,40000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,NREGI,21,Gola Bajar Sherghati,BR,824211,Male,MC,94569,63.94,O,28500,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
OTHERS,SAL,31,Mangalvedha,MH,413305,Male,MC,99129,83.72,O,50000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,42,Hisar,HA,125001,Male,MO,63532,84.61,O,35000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,36,Majri Mohalla Shahabad,HA,136135,Female,MC,63739,84.71,O,32000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,38,Chariduar,AS,784103,Male,MC,122405,76.38,O,38000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,STU,18,Sanwer,MP,453551,Female,MC,73169,80.41,O,0,06 Semi-Urban,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
OTHERS,SEP,46,Manjakollai,TN,611106,Male,MO,54061,87.89,O,25000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
SSC,SEP,21,Rampur Naikin,MP,486775,Male,MC,54141,67.1,O,35000,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
OTHERS,AGR,59,Namsai,AR,792103,Male,SC,125725,94.72,O,25000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,SEP,37,Kimin,AR,791121,Male,SC,66040,53.04,O,40000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,27,Harisinga,AS,784510,Male,SC,112673,94.18,O,36500,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,SEP,38,Dhakuakhana,AS,787055,Female,SC,113856,91.45,O,25000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
SSC,SEP,22,Ganiyari,CG,495112,Male,MC,101700,84.89,O,22000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SEP,22,Katoria,BR,813106,Male,MC,42524,28.74,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
HSC,SAL,25,Dimapur,NG,797112,Female,SC,105351,84.99,O,25000,05 Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
